Unnamed: 0,node,count,count_rescaled,cluster,AI_summary,cluster_name
32,은행,57,60.0,1,"중국 최대 부동산 개발업체 컨트리 가든의 디폴트 위기로 인해 중국 당국이 금리인하를 결정했습니다. 이는 컨트리 가든 사태가 금융 부분으로 번지고 있기 때문입니다. 인민은행은 단기 정책금리를 인하하여 유동성 공급에 나섰습니다. 한편, 은행권 주택담보대출 변동금리의 기준인 코픽스가 하락했습니다. 이로 인해 시중 은행은 신규 주택담보대출 변동금리에 코픽스 금리를 반영하게 됩니다. 상반기 하나금융지주 회장인 함영주가 약 18억원의 연봉을 받았으며, 하나은행의 직원들의 평균 연봉은 6700만원으로 국내 4대 시중은행 중 가장 높은 것으로 조사되었습니다.",금융
38,주담대,10,23.88888888888889,1,"금융당국이 비대면 주담대 제동 대출심사 적정성을 점검하겠다고 발표하자 업계에서 불만이 속출하고 있다. 가계대출 급증의 원인 중 하나로 인터넷은행의 비대면 주택담보대출 확장을 지적하며 대출심사의 적정성을 점검하기로 한 것이다. 그러나 카카오뱅크 대표는 카카오뱅크의 주택담보대출이 가계대출 급증을 견인하는 주범이 아니라고 반박했다. 카카오·케이뱅크는 비대면 영업이 가능한 인터넷은행 특성상, 인건비·점포 유지비 등을 아껴 저렴한 대출 금리를 유지한 것이 주담대 확장에 주효했다는 입장이다. 이에 따라 금융당국은 50년 만기 주담대를 꼽고 있어 은행들이 이 상품을 내놓고 있는 것은 차주별 총부채원리금상환비율 규제 하에서 초장기 주담대 수요가 늘어나고 있기 때문이다. 이로 인해 주요 시중은행에서는 50년 만기 주택담보대출이 한 달 동안 1조 원 이상 판매되었다. 금융권 일각은 이에 대해 시중은행도 같은 연령대로 제한될 것이라는 전망을 내놓았다. 한국은행에 따르면 가계대출 잔액은 한 달 전보다 5조9553억 원 증가하여 사상 최대치를 기록하였다.",금융
40,중소형,10,23.88888888888889,1,"1. GS건설은 9월 경기도 안양시에서 안양자이 더 포레스트를 분양할 예정이다. 광명역 부근의 편의 시설과 교통 여건이 우수하며, 입주민 커뮤니티 시설과 다양한 조경이 계획되어 있다.
2. 서울시의 도시정비 조례 개정으로 인해 하반기에 서울 주요 재건축 단지를 둘러싼 건설사들의 수주 전쟁이 시작되었다. 개포 주공 5단지와 6·7단지, 여의도 한양·공작 아파트 등에서 시공사 선정을 앞두고 있다.
3. 충북 지역의 주택 시장이 얼어붙으면서 올 상반기 건축 허가 면적이 지난해의 절반에도 못 미치고 있으며, 주택 공급 물량이 급감할 것으로 전망된다.
4. GS건설은 안양자이 더 포레스트를 최선을 다해 지역을 대표하는 랜드마크로 만들기 위해 뛰어난 입지와 주변 인프라를 갖추고 있다고 밝혔다.
5. 서울시의 도시정비 조례 개정으로 인해 건설사들은 조합설립 인가만 받으면 시공사를 선정할 수 있기 때문에, 서울 주요 재건축 단지에서 건설사들의 수주 전쟁이 격화하고 있다.",금융
44,토스증권,6,21.666666666666668,1,"토스증권은 햇살론뱅크를 출시하여 저신용·저소득자의 부채 또는 신용도 개선을 지원하고 있다. 이번 상품 출시에 많은 고객들이 신청하였으며, 대상은 대출을 잘 갚아 신용도가 개선된 고객들이다. 하나증권은 디지털 자산시장을 선점하기 위해 다양한 혁신금융서비스와 협업을 추진하고 있다. 또한, 기업들의 STO 발행과 다양한 자산들의 증권형 토큰 상품을 통해 고객들에게 새로운 투자 경험을 제공할 것이다.",금융
4,게임,11,24.444444444444443,3,"위메이드는 11월 16일 개막하는 국제 게임 전시회 지스타2023에 메인 스폰서로 참가한다고 밝혔습니다. 이번 지스타를 통해 블록체인 파이오니어 위메이드가 국내 게임 시장에서도 새로운 전기를 열 수 있도록 하겠다는 계획입니다. 위메이드는 이번 지스타에서 글로벌 시장에 출시할 신작을 공개할 예정입니다. 웅진씽크빅의 게임 개발 챌린지 수상작들이 구글 플레이스토어 메인 화면에 소개되었습니다. 매쓰쿨과 매쓰크래프트는 우수한 게임으로 선정되어 플레이스토어 메인 화면에 소개됩니다. 네오리진은 2분기 연결 영업손실을 기록해 적자를 지속하고 있습니다. 여신전쟁은 꾸준한 매출을 달성하고 있으며, 출시 3주년 이벤트를 통해 매출이 상승하고 있는 추세입니다.",IT산업
18,벤처투자,6,21.666666666666668,3,"신영증권과 선보엔젤파트너스가 업무 협약을 체결했으며, 선보엔젤파트너스는 다양한 분야의 신기술을 보유한 스타트업에 투자하고 있다. 이 회사는 스타트업의 성장뿐만 아니라 중견, 중소기업의 미래 성장 산업 진입을 도와준다. 신영증권은 이번 협약을 통해 부울경 지역의 자산관리와 기업금융 부문을 확대할 예정이다. 한편, 한국 스타트업들이 일본 기업들로부터 큰 관심을 받고 있으며, 국내외 대기업과의 조인트벤처도 활발히 이루어지고 있다. 올해 상반기 벤처 투자액은 지난해에 비해 41.9% 감소한 액수이다. 벤처 투자 활동이 감소하고 있는 추세이다.",IT산업
26,앱마켓,5,21.11111111111111,3,"공정거래위원회는 구글의 앱마켓 반경쟁행위에 대한 시정조치 집행을 개시하고, 이에 대한 이행점검을 실시할 계획이라고 밝혔습니다. 앞서 구글은 경쟁 앱인 원스토어에 앱을 출시하지 않는 조건으로 게임사들에 앱 상단 노출·해외 진출 지원을 제공한 사실이 드러나 과징금과 시정명령 처분을 받았습니다. 이번 시정조치는 앱마켓 시장에서 구글의 독점력 강화에 제동을 걸고 공정한 경쟁 기반을 마련하는 의의가 큽니다.",IT산업
39,중국기업,13,25.55555555555556,3,"중국 경기둔화 우려로 인해 증권가 코스피와 코스닥이 하락했습니다. 이에 따라 시가총액 상위종목들도 하락했는데, 특히 포스코퓨처엠, 셀트리온, POSCO홀딩스 등의 낙폭이 크게 컸습니다. 서상영·김석환 미래에셋증권 연구원은 미국 증시의 하락과 함께 중국 경제 지표 결과에 대한 우려로 인해 한국 증시에 부정적인 영향을 미칠 것으로 전망했습니다. 또한 중국 경제의 저성장과 수출감소, 고실업 문제가 지속되면서 한국 주가와 환율에도 영향을 미치고 있습니다. 이로 인해 코스피와 코스닥은 연일 하락하고 있으며, 이는 사람들의 소비심리에도 영향을 미칠 수 있습니다.",IT산업
5,국제유가,4,20.55555555555556,0,"올해 국제유가가 최고치를 기록하면서 국내 주유소의 휘발유와 경유 판매 가격도 상승세를 이어가고 있습니다. 8월 둘째 주에는 전주보다 56.2원 상승한 1695.0원으로 집계되었습니다. 특히 서울은 평균 가격이 전주보다 47.7원 상승하여 1775.6원으로 기록되었습니다. 국제유가 상승의 영향으로 우리나라의 수입물가도 상승하였으며, 수입물가는 1년 전과 비교하여 13.5% 하락한 상황입니다. 이러한 상황은 소비자물가를 높이는 요인으로 작용할 수 있습니다.",유가
21,석유,11,24.444444444444443,0,"충남 서산시는 2027년까지 대산 그린 콤플렉스 일반산업단지를 조성하고 석유 정제품 제조업, 화학제품 제조업, 자동차 및 트레일러 제조업 등의 기업을 유치할 계획이다. 이를 통해 지역특화 산업인 첨단 석유‧화학업종 확장 수요에 대응하고 주변 산업단지와 연계한 기업 유치, 자동차 산업 발전에 시너지 효과를 가져올 것으로 기대된다. 이에 따라 산업단지의 가동으로 인해 1만여명의 계획인구 유입과 경제적 파급효과가 예상된다. 롯데케미칼을 비롯한 울산지역 석유화학업계는 수요 부진과 공급과잉으로 인해 실적이 감소했다. 올해 2분기에는 롯데케미칼이 770억 원의 영업손실을 기록하며 5개 분기 연속 적자를 기록했고, 금호석유화학과 한화솔루션 케미칼 부문 역시 영업이익이 감소했다. SK지오센트릭과 중한석화는 중국 후베이성 우한에서 출범 10주년을 맞아 기념식을 개최했다. 중한석화는 에틸렌, 폴리에틸렌, 폴리프로필렌 등의 다수 화학 제품을 연간 300만 t 규모로 생산하고 있다.",유가
30,유가,5,21.11111111111111,0,"국내 주유소 휘발유와 경유 판매 가격이 5주째 올라가며, 휘발유 가격은 1700원을 넘어선 뒤 오름세를 이어가고 있습니다. 경유 가격도 상승하였습니다. 뉴욕유가는 중국 경기 부진에 대한 우려로 하락하였으며, 중국의 경기 둔화에 대한 우려가 커지고 있습니다. 국내 주유소 휘발유와 경유 판매 가격도 국제 유가 오름세에 따라 5주 연속 상승하였습니다. 서울의 휘발유 평균 가격은 1775.6원으로 상승하였습니다.",유가
31,유류,12,25.0,0,"유류세 인하 조치가 10월까지 연장되었으며, 휘발유와 경유의 가격 인하 효과도 이에 따라 지속될 것으로 전망됩니다. 정부는 물가 상승을 우려해 유류세 인하 폭을 축소할 수도 있었지만, 기존 인하 폭을 유지하기로 결정하였습니다. 추가 연장 가능성은 10월 중 국제유가 동향을 살펴본 후 발표될 것입니다. 경유의 유류세 인하율을 휘발유와 동일한 수준까지 축소해야 한다는 주장도 있으나, 정부는 종합적인 고려를 통해 제도 연장 여부를 결정할 예정입니다. 유류세 인하 연장이 중요한 이유는 기름값 상승으로 인한 경제 부담을 완화하기 위함입니다.",유가
36,제약업체,12,25.0,5,"HLB제약은 상반기 매출이 676억원으로 전년 대비 60% 증가했다. 전문약 매출의 급격한 성장이 주요 요인이며, 관절 전문 브랜드 콴첼도 기여하고 있다. HLB제약은 올해 다시한번 매출 신기록을 기대하고 있다. 신신제약은 상반기 영업이익이 11.3% 증가한 38억원을 기록했다. 주력 제품과 신제품의 판매 증가, 독점 판매 계약 체결 등이 실적 성장에 기여했다. 신신제약은 TDDS 관련 기술을 개발하고 있으며, 연내 임상시험계획 승인이 진행될 것으로 예상된다.",제약업체 합병
45,합병,7,22.22222222222222,5,"셀트리온과 셀트리온헬스케어의 합병으로 인해 시너지 효과와 글로벌 바이오시밀러 기업으로의 위상 강화를 기대하는 증권가들의 평가가 나왔습니다. 약 30%의 프리미엄과 셀트리온 그룹의 연구개발력과 이익창출, 미국 시장 점유율 상승을 반영하여 합병법인의 내년 시총이 약 42조원이 될 것으로 추산되고, 적정가치는 약 40조원대로 평가되었습니다. 다만 합병법인의 내년도 영업이익 추정치는 헬스케어가 이미 매입한 재고자산을 반영하여 낮게 산정된 것으로 설명되었습니다. 이번 합병으로 인해 셀트리온 그룹의 주가 반등이 기대되며, 합병을 통해 바이오시밀러를 넘어서 신약으로 도약하는 글로벌 빅 파마 기업으로 성장할 계획입니다. 합병절차가 마무리되면 셀트리온은 존속회사로 남게되고 셀트리온헬스케어는 해산될 예정입니다. 주당 합병가액은 셀트리온이 14만8853원, 셀트리온헬스케어는 6만6874원이며, 합병비율은 1:0.4492620으로 정해졌습니다.",제약업체 합병
48,휴온스,3,20.0,5,"휴온스그룹은 2023년 2분기에 매출액 1937억원, 영업이익 365억원을 기록하여 전년 대비 15.6%, 77.2% 성장했다고 밝혔습니다. 이는 휴온스, 휴메딕스, 휴엠앤씨 등 상장 자회사의 사업부문 강화와 최대 실적 달성, 그리고 비상장 자회사인 휴온스바이오파마의 성장이 영향을 주었습니다. 휴온스는 매출 1407억원, 영업이익 179억원을 기록하여 전년 대비 13.4%, 64.5% 성장한 것으로 나타났습니다. 전문의약품 부문은 32% 성장한 663억원, 뷰티·웰빙 부문은 9% 성장한 494억원의 매출을 달성했으며, 수탁사업도 168억원으로 견조한 실적을 이어갔습니다. 이에 따라 휴온스그룹은 휴메딕스와 휴엠앤씨도 최대 실적을 기록하였습니다. 또한, 휴온스바이오파마는 수출기반 수요 증가와 원가율 개선효과로 매출 127억원, 영업이익 44억원으로 전년 대비 각각 48%, 130% 성장했습니다.",제약업체 합병
49,챗봇,16,27.22222222222222,99,"1. AI 신약개발 전문기업 신테카바이오가 인공지능 딥러닝 모델을 사용한 바이오마커 선별 방법에 대한 미국 특허를 출원하고 등록받았습니다.
2. 신테카바이오의 Hilbert-CNN 기술은 적은 샘플 수로도 바이오마커를 정확하게 검출하는 비선형 모델로, 환자 계층화와 약물 개발 등에 활용될 수 있습니다.
3. 어도비는 AI를 통한 제품 혁신이 기대되어 주가 상승 여력이 남아있으며, 글로벌 소프트웨어 기업으로서 파이어플라이와 같은 이미지 생성 AI에 주목을 받고 있습니다.
4. 엔씨소프트는 국내 게임사 최초로 개발한 한국어 전용 인공지능 언어모델을 공개하고, 다양한 AI 연구와 사업에 본격적으로 참여할 계획입니다.
5. 신테카바이오와 어도비, 엔씨소프트의 AI 기술과 제품은 각각 신약개발, 소프트웨어, 게임 분야에서 혁신적인 변화를 가져올 전망입니다.",그 외
50,항공기부품,11,24.444444444444443,99,,그 외
